"","budget","runtime","comedy","family","adventure","fantasy","drama","action","horror","documentary","scifi","actorMovieCount","directorMovieCount","directorEarnings","domestic","quarter","newyearsday","christmaseve","success_1_to_1"
"1318",2.5e+07,98,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
"1320",7e+06,119,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
"1321",3e+06,87,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"1322",7e+06,124,0,0,1,0,0,0,1,0,0,4,14,4060488619,1,2,0,0,1
"1323",2e+07,116,0,0,0,0,0,0,1,0,0,3,0,0,1,2,0,0,1
"1324",24078133.8007948,93,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1325",3.5e+07,137,0,0,0,0,1,0,0,0,0,0,2,305817046,1,4,0,0,1
"1326",1.4e+07,139,0,0,0,0,1,0,0,0,0,3,1,1782005,1,1,0,0,0
"1327",4e+07,134,0,0,0,0,1,0,0,0,0,0,1,238470033,1,2,0,0,1
"1328",24078133.8007948,118,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
"1329",24078133.8007948,125,0,0,0,0,0,0,0,1,0,0,1,41325328,0,4,0,0,0
"1330",24078133.8007948,106,0,0,0,0,1,0,0,0,0,0,1,260354,0,2,0,0,0
"1331",2500000,84,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1332",24078133.8007948,105,0,0,0,0,1,1,0,0,0,2,0,0,0,3,0,0,0
"1333",1.2e+07,128,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
"1334",106000,107,0,0,0,0,1,0,0,0,0,0,4,249572412,1,3,0,0,1
"1335",24078133.8007948,88,0,0,0,0,0,0,0,0,0,19,0,0,0,3,0,0,0
"1336",1.3e+07,78,1,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0
"1337",2e+07,94,0,0,0,0,1,0,0,0,0,3,4,234249676,0,3,0,0,0
"1338",2e+07,101,0,0,0,0,0,1,0,0,0,1,1,171539887,1,4,0,0,1
"1339",4e+07,122,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"1340",6900000,162,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,1
"1341",24078133.8007948,91,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1342",7e+06,123,0,0,0,0,1,0,0,0,0,0,3,21454673,0,1,0,0,0
"1345",24078133.8007948,110,0,0,0,0,0,1,0,0,0,1,6,329151175,0,4,0,0,0
"1349",1.3e+07,105,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
"1350",1.8e+07,95,1,0,0,0,0,0,0,0,0,1,2,85296320,1,1,0,0,1
"1352",24078133.8007948,102,0,0,1,0,1,1,0,0,0,1,0,0,0,4,0,0,0
"1353",1800000,93,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1354",1200000,122,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"1355",24078133.8007948,100,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
"1356",9e+06,135,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,1
"1357",24078133.8007948,155,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"1358",5200000,118,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
"1359",4e+07,105,1,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0
"1360",1300000,97,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1361",24078133.8007948,74,1,0,0,0,0,0,0,1,0,2,0,0,1,3,0,0,1
"1362",24078133.8007948,113,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1363",7500000,155,1,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,1
"1364",24078133.8007948,139,1,0,0,0,0,1,0,0,0,1,0,0,1,4,0,0,0
"1365",2.8e+07,103,0,0,1,0,0,1,0,0,0,1,0,0,1,3,0,0,1
"1366",24078133.8007948,96,1,0,0,0,1,0,0,0,0,0,2,11657311,1,4,0,0,0
"1367",24078133.8007948,95,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"1368",3e+07,111,0,0,0,0,0,1,0,0,0,0,2,474891167,0,4,0,0,1
"1369",1e+05,83,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1
"1371",24078133.8007948,88,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
"1372",5e+05,97,0,0,0,0,0,0,1,0,1,4,0,0,1,3,0,0,1
"1373",24078133.8007948,87,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0
"1374",2.7e+07,113,1,0,0,0,0,0,0,0,0,3,2,154666771,1,3,0,0,0
"1376",4180000,153,1,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,1
"1377",1e+06,97,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
"1378",2.5e+07,98,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,1
"1379",1.5e+07,92,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
"1380",5650000,123,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1381",24078133.8007948,87,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"1382",4.8e+07,120,0,0,0,0,1,0,0,0,1,4,0,0,1,4,0,0,1
"1383",8e+06,105,0,0,0,0,1,0,0,0,0,4,1,5669831,0,4,0,0,1
"1384",1.5e+07,98,1,0,0,1,0,0,1,0,0,0,0,0,1,4,0,0,1
"1385",24078133.8007948,116,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1386",24078133.8007948,81,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"1388",2.8e+07,134,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0
"1390",3.3e+07,112,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
"1391",1.8e+07,111,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,1,1
"1392",2.5e+07,101,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"1393",24078133.8007948,101,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"1394",1.8e+07,108,0,0,1,1,0,0,0,0,1,0,3,185494789,0,2,0,0,0
"1395",3906840,95,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1
"1396",24078133.8007948,97,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1397",24078133.8007948,85,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1398",4002313,98,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0
"1399",133000,93,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1
"1400",2e+07,121,0,0,1,1,1,0,0,0,0,2,6,678376617,1,1,0,0,0
"1401",24078133.8007948,90,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1402",24078133.8007948,106,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1403",24078133.8007948,63,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1404",24078133.8007948,100,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1405",1.2e+07,100,0,0,1,0,1,0,0,0,0,0,3,392904328,1,4,0,0,1
"1406",4e+06,105,0,0,0,0,0,0,0,0,0,0,1,2387127,0,3,0,0,1
"1407",1380000,78,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"1408",24078133.8007948,152,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0
"1409",2.7e+07,82,1,0,0,0,0,1,1,0,1,0,0,0,1,3,0,0,1
"1410",3e+07,128,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1
"1411",3e+06,96,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
"1412",24078133.8007948,115,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1413",1.6e+07,110,0,0,0,0,1,0,0,0,0,0,4,328274935,0,3,0,0,1
"1414",24078133.8007948,112,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1415",1.1e+07,107.440816326531,1,0,0,0,0,0,0,0,0,0,1,10703234,0,4,0,0,1
"1417",6e+06,105,1,0,0,1,1,0,0,0,0,1,1,227817248,0,1,0,0,1
"1418",24078133.8007948,100,0,0,0,0,1,0,0,0,0,2,1,2228951,0,1,0,0,0
"1419",24078133.8007948,103,0,0,0,0,1,0,0,0,0,0,4,204650105,0,2,0,0,0
"1420",24078133.8007948,115,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"1422",24078133.8007948,90,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
"1423",3500000,102,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"1424",24078133.8007948,80,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0
"1425",24078133.8007948,102,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1426",850000,107,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
"1427",5300000,122,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0
"1428",1020000,88,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1
"1429",24078133.8007948,92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"1430",26350000,94,1,0,0,0,1,0,0,0,0,0,2,103416320,0,2,0,0,0
"1431",24078133.8007948,129,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
"1432",24078133.8007948,105,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1434",12500000,80,1,0,0,0,0,0,0,0,0,0,1,29326868,0,2,0,0,1
"1435",3800000,107.440816326531,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1436",1.6e+07,110,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,0,1
"1437",24078133.8007948,100,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1438",1.8e+07,96,1,0,0,0,0,0,0,0,0,3,1,16980098,1,3,0,0,1
"1441",24078133.8007948,100,1,0,0,0,0,0,0,1,0,5,0,0,0,4,0,0,0
"1442",24078133.8007948,110,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1443",2.9e+07,137,0,0,1,0,0,1,1,0,0,0,1,49100000,0,1,0,0,1
"1444",1.1e+07,130,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1445",24078133.8007948,96,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1446",24078133.8007948,119,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1447",24078133.8007948,102,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1448",24078133.8007948,109,0,0,0,0,0,0,0,1,0,0,1,8034,0,3,0,0,0
"1449",24078133.8007948,98,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1450",24078133.8007948,134,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0
"1451",8e+06,80,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0
"1452",24078133.8007948,76,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
"1453",1.5e+07,110,1,0,1,0,0,1,0,0,0,6,4,496666272,1,1,0,0,1
"1455",1.9e+07,141,0,0,1,0,1,1,0,0,0,0,7,1000833165,1,4,0,0,1
"1456",2.5e+07,98,0,0,1,0,0,1,1,0,1,0,1,2154540,0,1,0,0,0
"1457",7500000,100,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
"1458",24078133.8007948,93,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1459",7e+05,97,0,0,0,0,1,0,0,0,0,0,1,95687,0,1,0,0,1
"1461",2400000,90,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"1463",4900000,81,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1
"1464",2500000,100,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1465",24078133.8007948,104,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1467",24078133.8007948,95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1468",24078133.8007948,101,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1470",1.5e+07,139,0,0,1,0,0,0,0,0,0,6,1,2413427,0,4,0,0,1
"1471",2e+07,106,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0
"1472",3.5e+07,140,0,0,0,0,1,0,0,0,0,8,0,0,0,4,0,0,0
"1473",7e+06,102,1,1,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0
"1474",2.5e+07,94,1,0,0,0,0,0,1,0,0,1,3,105749131,1,4,0,0,1
"1475",7e+06,121,0,0,1,0,0,1,0,0,0,3,5,136305902,1,3,0,0,1
"1477",1.2e+07,90,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1
"1478",3250000,107,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1479",2e+06,85,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,1
"1480",1350000,105,1,0,0,0,0,0,0,0,0,0,2,171914081,1,1,0,0,1
"1481",9e+06,119,0,0,1,0,0,1,0,0,1,1,0,0,1,2,0,0,1
"1482",1530000,81,0,0,0,0,1,1,0,0,0,0,2,64373885,1,3,0,0,1
"1483",2e+06,153,0,0,0,0,1,0,0,0,0,0,3,80046646,1,2,0,0,1
"1484",5e+06,135,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
"1485",4e+07,121,0,0,0,0,1,1,0,0,0,0,0,0,1,4,0,1,1
"1486",5e+06,107,0,0,0,0,1,1,0,0,0,5,1,807947,1,2,0,0,1
"1487",24078133.8007948,98,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1488",24078133.8007948,135,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0,0,0
"1489",1.7e+07,105,1,0,0,0,0,0,0,0,0,2,1,1878561,0,4,0,0,0
"1490",7500000,93,1,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,1
"1491",4e+06,113,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1494",25000,95,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0
"1495",2e+06,95,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0
"1496",24078133.8007948,77,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"1497",1.1e+07,109,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1498",250000,62,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
"1499",24078133.8007948,94,0,1,1,0,1,0,0,0,0,0,2,254663306,0,4,0,0,1
"1500",3e+06,134,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1501",3e+06,85,1,0,0,0,0,0,0,0,0,6,13,470923987,1,2,0,0,1
"1502",3e+06,94,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
"1503",1e+07,92,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1504",250000,91,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
"1505",1.4e+07,93,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"1506",1.3e+07,93,1,0,0,0,0,0,0,0,0,0,1,50549107,0,1,0,0,0
"1508",1.7e+07,107,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1
"1509",9e+06,123,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0
"1510",916000,99,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
"1511",24078133.8007948,128,0,0,0,0,1,0,0,0,0,0,1,1137421,0,3,0,0,0
"1512",24078133.8007948,115,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1513",2.7e+07,110,0,0,0,0,1,0,0,0,0,1,2,79692597,1,1,0,0,1
"1514",4e+07,89,0,0,0,0,0,1,0,0,1,0,1,90024292,1,3,0,0,1
"1515",24078133.8007948,93,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
"1516",3500000,88,1,0,0,0,0,0,0,0,0,1,1,10198357,0,1,0,0,1
"1517",24078133.8007948,93,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1518",24078133.8007948,95,0,1,0,1,0,0,0,0,1,0,2,4284252,0,3,0,0,0
"1519",1.5e+07,113,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0
"1520",1.2e+07,107,0,0,0,0,0,1,0,0,0,0,1,39407616,1,3,0,0,1
"1522",24078133.8007948,136,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0
"1523",5e+07,114,0,0,0,0,1,1,0,0,0,2,0,0,1,4,0,0,0
"1524",24078133.8007948,103,1,0,0,0,1,0,0,0,0,1,1,60072596,1,1,0,0,1
"1525",5400000,130,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
"1526",4e+06,95,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0
"1527",24078133.8007948,98,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1528",16800000,97,1,0,0,0,1,0,0,0,0,2,2,71154331,0,3,0,0,1
"1529",7e+06,110,1,0,0,0,1,0,0,0,0,1,1,15600000,1,2,0,0,1
"1531",24078133.8007948,124,0,0,0,0,0,1,0,0,0,17,1,18300000,0,4,0,0,1
"1532",15,110,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
"1534",10300000,120,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1535",24078133.8007948,107,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,1
"1536",24078133.8007948,111,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
"1537",9e+06,135,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1
"1538",3.5e+07,141,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0
"1539",24078133.8007948,92,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1540",24078133.8007948,96,1,0,0,0,1,0,0,0,0,4,11,392725782,0,2,0,0,1
"1541",13500000,104,1,0,0,0,0,0,0,0,0,1,7,349818428,0,3,0,0,0
"1542",6e+06,89,0,0,0,0,0,0,1,0,0,1,0,0,1,4,0,1,0
"1543",6e+06,89,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
"1544",1.3e+07,95,1,0,0,1,0,0,0,0,1,1,1,531826,0,1,0,0,0
"1545",5e+05,88,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1547",2.5e+07,105,0,0,0,0,1,1,0,0,0,3,0,0,0,3,0,0,0
"1548",24078133.8007948,80,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"1550",6e+06,97,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1
"1551",24078133.8007948,90,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
"1552",2.5e+07,117,0,0,0,0,1,0,0,0,0,0,1,539896,1,4,0,0,0
"1553",24078133.8007948,112,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0
"1555",3e+06,113,1,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,1
"1556",2.3e+07,98,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0
"1557",24078133.8007948,83,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1558",3500000,116,1,0,0,0,1,0,0,0,0,3,2,12140653,1,1,0,0,1
"1559",2.2e+07,106,0,0,1,1,0,1,0,0,1,2,0,0,0,3,0,0,0
"1560",3.6e+07,98,1,1,0,1,0,0,0,0,0,0,1,19322135,1,3,0,0,0
"1561",8e+06,124,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0
"1562",2.5e+07,100,0,0,1,0,0,1,0,0,0,1,0,0,1,3,0,0,1
"1563",1.2e+07,86,1,1,0,1,0,0,0,0,1,0,0,0,1,4,0,0,1
"1564",5e+05,93,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
"1565",24078133.8007948,101,0,0,0,0,1,0,0,0,0,0,4,144653589,0,3,0,0,0
"1566",24078133.8007948,108,1,0,0,0,0,1,0,0,0,0,1,31611225,1,2,0,0,0
"1567",5e+06,107.440816326531,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0
"1568",24078133.8007948,96,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"1569",5e+06,90,1,0,0,0,0,0,0,0,1,0,1,69485490,0,1,0,0,0
"1570",2.4e+07,93,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0
"1571",5.5e+07,108,1,0,0,0,0,0,0,0,0,4,3,391278949,1,4,0,0,1
"1573",24078133.8007948,100,1,0,0,0,1,0,0,0,0,0,6,329732603,0,4,0,0,0
"1574",24078133.8007948,100,0,0,0,0,1,0,0,0,0,0,1,1982505,0,4,0,0,0
"1575",9e+06,113,0,0,0,0,0,0,0,0,0,1,1,113714830,1,4,0,0,1
"1576",4e+07,99,1,0,0,1,0,0,0,0,1,0,2,56288197,1,1,0,0,0
"1577",24078133.8007948,104,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"1578",3500000,97,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1
"1580",3.2e+07,129,0,0,0,0,1,0,0,0,0,4,1,63013281,1,3,0,0,1
"1581",7500000,102,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
"1582",24078133.8007948,96,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
"1583",3.1e+07,110,1,0,0,0,1,0,0,0,0,1,1,18137661,0,4,0,0,1
"1584",24078133.8007948,89,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1586",1.8e+07,93,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0
"1587",2.2e+07,106,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1
"1588",5.5e+07,117,1,0,1,0,0,1,0,0,0,5,2,121166239,0,1,0,0,0
"1589",14500000,108,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1
"1590",6,95,1,0,0,0,0,0,0,0,0,0,1,10900434,0,1,0,0,0
"1592",3.3e+07,100,1,0,0,0,0,1,0,0,0,0,1,9494789,0,4,0,0,0
"1593",24078133.8007948,97,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1594",3.5e+07,155,0,0,0,0,1,0,0,0,0,1,12,1598175708,1,4,0,0,0
"1595",3e+07,126,1,0,1,0,0,0,0,0,0,10,2,141361462,1,3,0,0,1
"1596",1.8e+07,112,0,0,1,0,1,0,0,0,1,0,1,8996802,1,1,0,0,0
"1597",24078133.8007948,107.440816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1598",1453000,111,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
"1599",24078133.8007948,108,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1600",3e+07,132,0,0,0,0,1,0,0,0,0,1,8,1069506393,1,4,0,0,1
"1601",24078133.8007948,98,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1602",24078133.8007948,95,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1603",24078133.8007948,110,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1604",3e+07,105,0,0,0,1,0,0,1,0,0,1,4,643751780,0,3,0,0,0
"1605",7e+06,110,1,0,0,0,1,0,0,0,0,0,1,5260000,1,1,0,0,1
"1607",19700000,89,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1
"1608",2.8e+07,135,0,0,0,0,1,0,0,0,0,1,1,1397284,1,1,0,0,1
"1609",24078133.8007948,114,0,1,0,1,1,0,0,0,0,0,2,128095977,0,4,0,0,1
"1610",24078133.8007948,112,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1611",4.5e+07,111,1,0,0,0,0,1,0,0,0,3,1,20455276,1,4,0,0,1
"1612",24078133.8007948,122,0,0,0,0,1,0,0,0,0,0,3,16919653,0,1,0,0,0
"1613",1500000,101,0,0,1,0,0,1,0,0,0,4,0,0,0,4,0,0,1
"1614",2410000,100,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,0,1
"1616",1.5e+07,128,0,0,0,0,1,0,0,0,0,2,2,38955611,0,4,0,0,1
"1618",24078133.8007948,101,0,0,0,0,1,0,0,0,0,1,2,304769,0,2,0,0,0
"1620",1e+07,129,0,0,0,0,1,0,0,0,0,8,6,77138624,1,3,0,0,1
"1621",2.3e+07,104,0,0,0,0,1,1,0,0,0,5,0,0,0,3,0,0,0
"1622",4900000,138,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0
"1623",2.7e+07,98,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
"1625",24078133.8007948,97,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
"1626",24078133.8007948,81,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0
"1627",24078133.8007948,130,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1630",4e+05,91,1,0,1,1,0,0,0,0,0,0,5,264552053,1,1,0,0,1
"1631",2.1e+07,117,0,0,0,0,1,0,0,0,0,2,0,0,1,3,0,0,0
"1632",24078133.8007948,95,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"1633",2500000,110,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
"1634",24078133.8007948,120,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"1635",1.8e+07,101,0,0,0,1,0,1,0,0,0,0,7,946733983,1,3,0,0,1
"1636",3e+07,95,0,0,0,1,0,1,0,0,1,0,0,0,1,4,0,0,1
"1637",24078133.8007948,89,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0
"1638",2.5e+07,118,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"1639",24078133.8007948,108,1,0,0,0,0,0,0,0,0,1,1,3346257,0,4,0,0,0
"1640",24078133.8007948,91,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0
"1641",24078133.8007948,137,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1
"1642",24078133.8007948,103,0,0,0,0,1,0,0,0,0,0,1,1262886337,0,2,0,0,1
"1643",24078133.8007948,93,1,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0
"1645",24078133.8007948,97,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1646",2.5e+07,125,1,1,0,0,1,0,0,0,0,5,2,1220112641,1,4,0,0,1
"1647",1500000,129,1,0,0,0,1,0,0,0,0,4,2,14644124,1,4,0,0,1
"1648",750000,108,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1
"1649",24078133.8007948,150,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0
"1650",7e+05,88,1,0,0,0,1,0,0,0,0,1,2,69407854,0,1,0,0,1
"1651",24078133.8007948,100,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"1652",3e+05,88,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1
"1653",5e+07,120,0,0,0,0,1,0,0,0,0,2,0,0,1,2,0,0,1
"1654",24078133.8007948,122,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
"1655",3e+06,106,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
